State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
IA,19,04440,BCLUW Community School District,"3,150",513,46
IA,19,04200,Ballard Community School District,"8,565","1,723",82
IA,19,04380,Baxter Community School District,"1,885",372,18
IA,19,04560,Bedford Community School District,"3,159",547,78
IA,19,04620,Belle Plaine Community School District,"3,314",542,66
IA,19,04650,Bellevue Community School District,"4,601",846,48
IA,19,04680,Belmond-Klemme Community School District,"4,137",679,81
IA,19,04740,Bennett Community School District,"1,237",195,16
IA,19,04830,Benton Community School District,"9,319","1,638",122
IA,19,04860,Bettendorf Community School District,"23,767","4,463",367
IA,19,05070,Bondurant-Farrar Community School District,"10,072","2,415",127
IA,19,05130,Boone Community School District,"14,228","1,952",140
IA,19,05190,Boyden-Hull Community School District,"4,403",976,110
IA,19,09570,Boyer Valley Community School District,"2,528",401,43
IA,19,05490,Brooklyn-Guernsey-Malcom Community School District,"3,308",529,79
IA,19,05790,Burlington Community School District,"27,753","4,496",953
IA,19,05940,CAM Community School District,"2,893",537,75
IA,19,05970,Cal Community School District,"1,417",250,45
IA,19,06000,Calamus-Wheatland Community School District,"2,389",405,34
IA,19,06060,Camanche Community School District,"5,455",913,78
IA,19,06240,Cardinal Community School District,"3,529",569,69
IA,19,06270,Carlisle Community School District,"9,487","2,050",122
IA,19,06330,Carroll Community School District,"14,342","2,604",211
IA,19,06510,Cedar Falls Community School District,"42,041","5,949",518
IA,19,06540,Cedar Rapids Community School District,"125,401","19,069","2,060"
IA,19,06660,Center Point-Urbana Community School District,"6,191","1,203",56
IA,19,06750,Centerville Community School District,"8,458","1,395",263
IA,19,06780,Central City Community School District,"2,746",450,27
IA,19,06840,Central Community School District,"3,135",471,37
IA,19,06810,Central DeWitt Community School District,"9,275","1,724",148
IA,19,06900,Central Decatur Community School District,"3,971",694,95
IA,19,06930,Central Lee Community School District,"4,863",788,89
IA,19,06960,Central Lyon Community School District,"4,595",963,70
IA,19,20760,Central Springs Community School District,"5,220",871,90
IA,19,07050,Chariton Community School District,"8,186","1,373",275
IA,19,07080,Charles City Community School District,"10,772","1,851",300
IA,19,07110,Charter Oak-Ute Community School District,"1,714",250,33
IA,19,07170,Cherokee Community School District,"6,368","1,016",133
IA,19,07350,Clarinda Community School District,"7,235",970,113
IA,19,07380,Clarion-Goldfield-Dows Community School District,"5,467",987,127
IA,19,07410,Clarke Community School District,"8,251","1,516",186
IA,19,07440,Clarksville Community School District,"1,962",346,37
IA,19,07470,Clay Central-Everly Community School District,"2,190",395,39
IA,19,13350,Clayton Ridge Community School District,"4,908",695,80
IA,19,07590,Clear Creek-Amana Community School District,"17,652","2,606",137
IA,19,07620,Clear Lake Community School District,"8,306","1,248",109
IA,19,07710,Clinton Community School District,"23,974","3,976",925
IA,19,00009,Colfax-Mingo Community School District,"4,569",794,59
IA,19,07860,College Community School District,"28,826","5,259",363
IA,19,07900,Collins-Maxwell Community School District,"2,844",508,50
IA,19,07920,Colo-Nesco Community School District,"3,040",584,60
IA,19,07980,Columbus Community School District,"4,171",724,122
IA,19,08070,Coon Rapids-Bayard Community School District,"2,536",453,81
IA,19,08130,Corning Community School District,"2,682",434,62
IA,19,08220,Council Bluffs Community School District,"58,592","9,484","1,680"
IA,19,08310,Creston Community School District,"9,707","1,605",243
IA,19,08520,Dallas Center-Grimes Community School District,"16,218","3,479",125
IA,19,08550,Danville Community School District,"2,737",513,43
IA,19,08580,Davenport Community School District,"107,709","16,983","2,937"
IA,19,08610,Davis County Community School District,"8,916","1,899",248
IA,19,08730,Decorah Community School District,"13,091","1,667",114
IA,19,08880,Delwood Community School District,"1,145",212,20
IA,19,08910,Denison Community School District,"10,119","1,961",272
IA,19,08940,Denver Community School District,"4,113",833,29
IA,19,08970,Des Moines Independent Community School District,"216,456","34,907","6,478"
IA,19,09060,Diagonal Community School District,712,136,35
IA,19,09120,Dike-New Hartford Community School District,"4,313",830,54
IA,19,09480,Dubuque Community School District,"79,365","12,407","1,425"
IA,19,09540,Dunkerton Community School District,"2,340",416,38
IA,19,09600,Durant Community School District,"2,991",536,32
IA,19,09990,Eagle Grove Community School District,"4,690",861,140
IA,19,10050,Earlham Community School District,"3,133",664,23
IA,19,10110,East Buchanan Community School District,"3,030",573,53
IA,19,00040,East Marshall Community School District,"3,715",710,81
IA,19,18240,East Mills Community School District,"3,243",525,83
IA,19,29580,East Sac County Community School District,"5,675",887,92
IA,19,10350,East Union Community School District,"2,918",555,70
IA,19,10410,Eastern Allamakee Community School District,"2,620",392,51
IA,19,10130,Easton Valley Community School District,"3,705",584,59
IA,19,04950,Eddyville-Blakesburg-Fremont Community School District,"5,032",934,95
IA,19,10500,Edgewood-Colesburg Community School District,"2,984",570,84
IA,19,10690,Eldora-New Providence Community School District,"3,741",601,74
IA,19,10950,Emmetsburg Community School District,"4,640",760,93
IA,19,10980,English Valleys Community School District,"2,951",571,66
IA,19,11040,Essex Community School District,"1,194",168,17
IA,19,11070,Estherville Lincoln Central Community School District,"7,406","1,046",138
IA,19,11250,Exira-Elk Horn-Kimballton Community School District,"3,063",482,56
IA,19,11340,Fairfield Community School District,"14,498","1,753",279
IA,19,11790,Forest City Community School District,"7,463","1,248",125
IA,19,11820,Fort Dodge Community School District,"28,843","4,265",686
IA,19,11850,Fort Madison Community School District,"16,122","2,456",398
IA,19,12120,Fremont-Mills Community School District,"2,255",412,35
IA,19,00060,GMG Community School District,"1,695",271,41
IA,19,12230,Galva-Holstein Community School District,"2,633",481,48
IA,19,12330,Garner-Hayfield-Ventura Community School District,"5,699",936,77
IA,19,12480,George-Little Rock Community School District,"2,594",465,35
IA,19,12510,Gilbert Community School District,"8,079","1,551",33
IA,19,12600,Gilmore City-Bradgate Community School District,896,157,18
IA,19,12660,Gladbrook-Reinbeck Community School District,"3,972",656,58
IA,19,12690,Glenwood Community School District,"10,709","1,908",138
IA,19,12750,Glidden-Ralston Community School District,"1,861",355,38
IA,19,12810,Graettinger-Terril Community School District,"2,279",401,41
IA,19,15210,Greene County Community School District,"7,419","1,270",153
IA,19,13200,Grinnell-Newburg Community School District,"12,281","1,730",151
IA,19,13230,Griswold Community School District,"3,085",517,63
IA,19,13290,Grundy Center Community School District,"3,854",654,35
IA,19,13320,Guthrie Center Community School District,"2,587",428,37
IA,19,13380,H-L-V Community School District,"2,029",348,30
IA,19,13440,Hamburg Community School District,"1,270",188,27
IA,19,13470,Hampton-Dumont Community School District,"6,618","1,148",221
IA,19,13500,Harlan Community School District,"8,266","1,418",133
IA,19,16140,Harris-Lake Park Community School District,"1,900",305,26
IA,19,13660,Hartley-Melvin-Sanborn Community School District,"4,415",755,91
IA,19,14010,Highland Community School District,"3,951",655,34
IA,19,14160,Hinton Community School District,"3,024",576,11
IA,19,14280,Howard-Winneshiek Community School District,"9,024","1,630",158
IA,19,14310,Hubbard-Radcliffe Community School District,"2,685",378,25
IA,19,14340,Hudson Community School District,"3,771",723,57
IA,19,14370,Humboldt Community School District,"7,477","1,326",132
IA,19,14880,IKM-Manning Community School District,"4,292",744,80
IA,19,14580,Independence Community School District,"9,106","1,560",164
IA,19,14640,Indianola Community School District,"21,877","3,677",230
IA,19,14670,Interstate 35 Community School District,"4,919",916,63
IA,19,14700,Iowa City Community School District,"123,524","15,944","1,691"
IA,19,14730,Iowa Falls Community School District,"6,517",861,104
IA,19,14850,Iowa Valley Community School District,"3,515",582,37
IA,19,15180,Janesville Consolidated School District,"2,531",413,24
IA,19,15330,Jesup Community School District,"5,148","1,059",80
IA,19,15450,Johnston Community School District,"39,795","8,053",675
IA,19,15630,Keokuk Community School District,"11,617","1,881",395
IA,19,15660,Keota Community School District,"1,894",322,46
IA,19,15750,Kingsley-Pierson Community School District,"2,499",470,47
IA,19,15840,Knoxville Community School District,"11,564","1,987",243
IA,19,16110,Lake Mills Community School District,"3,793",631,82
IA,19,16320,Lamoni Community School District,"2,665",453,120
IA,19,16420,Laurens-Marathon Community School District,"2,035",349,74
IA,19,16440,Lawton-Bronson Community School District,"3,294",631,27
IA,19,16530,Le Mars Community School District,"14,134","2,676",209
IA,19,16620,Lenox Community School District,"2,226",419,42
IA,19,16680,Lewis Central Community School District,"16,447","2,968",262
IA,19,17220,Linn-Mar Community School District,"42,498","8,056",369
IA,19,17250,Lisbon Community School District,"3,397",642,31
IA,19,17460,Logan-Magnolia Community School District,"2,987",562,62
IA,19,17550,Lone Tree Community School District,"2,377",405,35
IA,19,17820,Louisa-Muscatine Community School District,"3,951",681,71
IA,19,17880,Lu Verne Community School District,"1,377",192,25
IA,19,18030,Lynnville-Sully Community School District,"2,861",567,25
IA,19,18120,MFL MarMac Community School District,"5,149",794,67
IA,19,18840,MOC-Floyd Valley Community School District,"11,117","1,954",128
IA,19,18180,Madrid Community School District,"3,856",647,57
IA,19,18330,Manson Northwest Webster Community School District,"3,977",752,56
IA,19,18480,Maple Valley-Anthon Oto Community School District,"3,819",655,88
IA,19,18510,Maquoketa Community School District,"8,867","1,410",265
IA,19,18540,Maquoketa Valley Community School District,"4,633",815,75
IA,19,18630,Marcus-Meriden-Cleghorn Community School District,"2,739",513,39
IA,19,18690,Marion Independent School District,"12,914","1,983",179
IA,19,18720,Marshalltown Community School District,"30,208","5,819",786
IA,19,18750,Martensdale-St. Marys Community School District,"3,078",524,31
IA,19,18780,Mason City Community School District,"27,867","4,227",655
IA,19,18930,Mediapolis Community School District,"4,930",942,58
IA,19,18960,Melcher-Dallas Community School District,"1,845",342,32
IA,19,19140,Mid-Prairie Community School District,"9,636","1,934",258
IA,19,19200,Midland Community School District,"3,463",529,98
IA,19,19440,Missouri Valley Community School District,"5,184",810,66
IA,19,19590,Montezuma Community School District,"3,123",493,52
IA,19,19650,Monticello Community School District,"6,659","1,039",64
IA,19,19710,Moravia Community School District,"2,095",358,49
IA,19,19740,Mormon Trail Community School District,"1,585",269,69
IA,19,19770,Morning Sun Community School District,"1,178",195,19
IA,19,19800,Moulton-Udell Community School District,"1,430",252,48
IA,19,19860,Mount Ayr Community School District,"3,903",650,95
IA,19,19890,Mount Pleasant Community School District,"13,490","1,959",292
IA,19,20040,Mount Vernon Community School District,"6,517","1,078",43
IA,19,20100,Murray Community School District,"1,609",398,82
IA,19,20130,Muscatine Community School District,"29,032","5,037",790
IA,19,20190,Nashua-Plainfield Community School District,"3,757",639,56
IA,19,20250,Nevada Community School District,"8,715","1,441",141
IA,19,20340,New Hampton Community School District,"6,642","1,142",89
IA,19,20460,New London Community School District,"3,063",542,51
IA,19,20580,Newell-Fonda Community School District,"2,425",508,47
IA,19,20610,Newton Community School District,"21,915","3,267",364
IA,19,13110,Nodaway Valley Community School District,"4,269",685,69
IA,19,03450,North Butler Community School District,"3,585",567,71
IA,19,17100,North Cedar Community School District,"5,044",833,75
IA,19,00006,North Fayette Valley Community School District,"8,594","1,289",170
IA,19,05750,North Iowa Community School District,"2,909",464,64
IA,19,20830,North Kossuth Community School District,"2,095",313,63
IA,19,20820,North Linn Community School District,"3,464",661,30
IA,19,20850,North Mahaska Community School District,"2,791",518,35
IA,19,20910,North Polk Community School District,"9,165","1,967",70
IA,19,20940,North Scott Community School District,"16,090","3,122",189
IA,19,21000,North Tama County Community School District,"2,892",482,61
IA,19,03850,North Union Community School District,"2,798",363,39
IA,19,21090,Northeast Community School District,"2,919",522,38
IA,19,21210,Northwood-Kensett Community School District,"3,376",516,66
IA,19,21240,Norwalk Community School District,"16,058","3,395",143
IA,19,21600,Odebolt Arthur Battle Creek Ida Grove Community School District,"5,614","1,051",103
IA,19,21630,Oelwein Community School District,"8,329","1,407",271
IA,19,21660,Ogden Community School District,"3,643",578,60
IA,19,00021,Okoboji Community School District,"7,286",996,78
IA,19,21720,Olin Consolidated School District,"1,426",226,30
IA,19,21810,Orient-Macksburg Community School District,"1,259",205,25
IA,19,21840,Osage Community School District,"6,008","1,009",84
IA,19,21870,Oskaloosa Community School District,"15,819","2,622",330
IA,19,22110,Ottumwa Community School District,"29,100","4,950",985
IA,19,99017,PCM Community School District,"5,938","1,111",55
IA,19,00025,Panorama Community School District,"4,522",696,74
IA,19,22380,Paton-Churdan Community School District,"1,072",185,25
IA,19,22440,Pekin Community School District,"3,507",626,80
IA,19,22470,Pella Community School District,"15,848","2,846",109
IA,19,22530,Perry Community School District,"10,405","2,034",245
IA,19,23110,Pleasant Valley Community School District,"25,931","5,381",155
IA,19,23160,Pleasantville Community School District,"3,569",681,42
IA,19,23190,Pocahontas Area Community School District,"4,754",764,97
IA,19,23340,Postville Community School District,"3,558",727,133
IA,19,00028,Prairie Valley Community School District,"3,525",607,50
